District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Mandal,Count,Capacity,,Sub basin,Count,Capacity
,,,,,,,,Nallacheruvupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallagandla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallagonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallaguntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallaguttapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallakalva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallamada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallamadugula,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallappareddiyuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nallapureddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nallathimmayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallavemula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nallepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Namasivayapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nambulipulikunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nampalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nanda,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nandam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandanavanam,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nandanoor,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandavaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nandigunta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nandikonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandimandalam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nandipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandyalampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nandyalampeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nanjampeta  @  Chandambylu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nanjarapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nannur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Naragallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narasambudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narasampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narasapuram,16,0.005648,,,,,,,,,,,,
,,,,,,,,Narasimhanayani Khandrika,6,0.002118,,,,,,,,,,,,
,,,,,,,,Narasimhanayuni Palem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Narasimhapuram  @  A.Khandriga,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narasimharajapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narasinga Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narasingolu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Narava,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narayanapuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Narayanarama Chan Draraju Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narayanareddipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,NARAYANAVANAM,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narigapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narikampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Narlavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Narpala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nasanakota,34,0.012002,,,,,,,,,,,,
,,,,,,,,Nawabpalem,8,0.002824,,,,,,,,,,,,
,,,,,,,,Nawabpet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nayanipalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nayudupalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nayunipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nedurupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neelagangavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neelakanta Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Neelakantharaopeta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Neelayapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Neerpakota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Neervoy,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nekanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nekkondi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nekunambad,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nekunampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nekunampuram   @   Pokur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nelaballi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Nelabonthu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nelagonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nelakota,9,0.003177,,,,,,,,,,,,
,,,,,,,,Nelavoy,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nellimanda,6,0.002118,,,,,,,,,,,,
,,,,,,,,Nellipudi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nelluru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nennur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Nennurupadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nerabylu,12,0.004236,,,,,,,,,,,,
,,,,,,,,Neredu Palle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Nernur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nersu Gudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nersupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nesanur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Netha Kuppam,24,0.008472,,,,,,,,,,,,
,,,,,,,,Nethivaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Netteri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidigallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidigunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nidimamidi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Nidivelagala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nimbagal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nimma Maheswarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nimmalagudem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nimmanapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Nindra,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nirmanapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nissankadurgam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nitravatti,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nittoor,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nooliveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Noonegundlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Noothanakalva,6,0.002118,,,,,,,,,,,,
,,,,,,,,North Ramapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Northpalagiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Nuthalapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nuthimadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Nuzella Palle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Nuzendla Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Obuladevaracheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Obulakka Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Obulapuram,13,0.004589,,,,,,,,,,,,
,,,,,,,,Oddepalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Odiveedu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Odulapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Oduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ogur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ojili,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ondutla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Oranthangal Gollakuppam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Oravoy,10,0.00353,,,,,,,,,,,,
,,,,,,,,Otivaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,P.G. Khandrika,2,0.000706,,,,,,,,,,,,
,,,,,,,,P.Khandrika (Arigundram),2,0.000706,,,,,,,,,,,,
,,,,,,,,P.Kotakonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pachala Venkata Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pachikalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pachikapalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Padamatiyaleru,7,0.002471,,,,,,,,,,,,
,,,,,,,,Padigalakuppam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Padiputlabayalu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Padiredu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Padiri,5,0.001765,,,,,,,,,,,,
,,,,,,,,Padmapuram,13,0.004589,,,,,,,,,,,,
,,,,,,,,Pagadalapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pagali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pagulachennuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Paidi Padu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Paipalyam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Paitharikeerthipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pakala,10,0.00353,,,,,,,,,,,,
,,,,,,,,Pakapudi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Palacherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palakaveedu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Palakolanu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Palakurthy,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palakuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Palamanda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Palasamudram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Palavoy,11,0.003883,,,,,,,,,,,,
,,,,,,,,Paleti Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palicherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Palicherlarajupalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pallakonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pallam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pallavolu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pallur,11,0.003883,,,,,,,,,,,,
,,,,,,,,Palukur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Palyampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pamidi Padu,18,0.006354,,,,,,,,,,,,
,,,,,,,,Pamudurthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pamulapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pamulur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Panapakam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panchalamarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pandikona,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pandikunta,21,0.007413,,,,,,,,,,,,
,,,,,,,,Pandillapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pandipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pandugudem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pandulakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Panduva Nagula Varam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pandyalamadugu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pangur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pannuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panthulacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Panuganipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Panukuvalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Papanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Paparaopeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papasahebpet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papepalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Papineni Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Papireddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parakonda Paduagraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Paramatikona,20,0.00706,,,,,,,,,,,,
,,,,,,,,Parameswara Mangalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parapatla,6,0.002118,,,,,,,,,,,,
,,,,,,,,Parapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parigi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Parla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pasalur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pasupugallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patcheva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Patempadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Patha  Bobbili (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Patha Arcot,3,0.001059,,,,,,,,,,,,
,,,,,,,,Patha Kadamalakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pathapalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pathaveerapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathikonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pathiputhuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Patnam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pattamvandlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pattikonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pattupuram,9,0.003177,,,,,,,,,,,,
,,,,,,,,PAYAKARAMPURAM,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peda Alavala Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peda Araveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peda Bommala Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peda Irla Padu,22,0.007766,,,,,,,,,,,,
,,,,,,,,Peda Kandukur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peda Sirlam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peda Yachavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pedabayalu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedabbipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedacherlo Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pedagogulapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pedagola Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedakandlagunta,14,0.004942,,,,,,,,,,,,
,,,,,,,,Pedakondepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedakonduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedanchala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedapadam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pedapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pedatankidi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pedavari Madugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedda Bharanipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pedda Boggupallle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pedda Hulthi,15,0.005295,,,,,,,,,,,,
,,,,,,,,Pedda Rampadu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Peddachigullarevu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddachintakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddagollapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddagottigallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddahyta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddajonnavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddakanaparthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddakappalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Peddakhojiria,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddakotla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddakowkuntla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddakurapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Peddamallela,18,0.006354,,,,,,,,,,,,
,,,,,,,,Peddamallepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddamandyam,7,0.002471,,,,,,,,,,,,
,,,,,,,,Peddandlur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddanna Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddannavaripalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Peddapalavedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddapanjani,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddapodilla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddapolamada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddaravipadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Peddatamarapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddathippasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddauppara Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Peddavadugur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddavalasa,17,0.006001,,,,,,,,,,,,
,,,,,,,,Peddavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddavelagatur,13,0.004589,,,,,,,,,,,,
,,,,,,,,Peddaventhurla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddayakkaluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peddinenikalva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Peddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Peddisettipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Peddiveedu,17,0.006001,,,,,,,,,,,,
,,,,,,,,Peddoddi,11,0.003883,,,,,,,,,,,,
,,,,,,,,Pedduru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Pegallapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penakacherla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Penchupadu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Pendakal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pendikallu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Pendlimarri,4,0.001412,,,,,,,,,,,,
,,,,,,,,Penikalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Penta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penubaka,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penugolanu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penukonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Penumallam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Penumuru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Peramgudi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Peridepi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perimidi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pernapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Perugupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perumallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Perurupadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Perusomala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Petluru,10,0.00353,,,,,,,,,,,,
,,,,,,,,Petlurumocharlavari Khandrika,2,0.000706,,,,,,,,,,,,
,,,,,,,,Petnikota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pichikalagudipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pidathalagudi Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pidathalapudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pillamedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pillarikuppam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pinapaka,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pinnapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pitchalavandla Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pitikayagulla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Pittigunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Podadurthi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Podalakur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Podili,1,0.000353,,,,,,,,,,,,
,,,,,,,,Podili Konda Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Polavaram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Pole Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Polepalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Poletipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Poli,3,0.001059,,,,,,,,,,,,
,,,,,,,,Polimerapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Polineni Cheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Poluru,8,0.002824,,,,,,,,,,,,
,,,,,,,,Pondalur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ponduru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ponguru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ponnagallu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Ponnuturu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ponugodu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Poorva Bommepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Porakuntlapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Porumamilla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Potha Kamuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Potha Varam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pothapalu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pothavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pothayavalasa (Itakarlapalle),3,0.001059,,,,,,,,,,,,
,,,,,,,,Pothegunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pothukurupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pothulakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pothulanagepalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Potlapadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Potriya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pottipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Potukanuma,14,0.004942,,,,,,,,,,,,
,,,,,,,,Poyya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Prabagiripatnam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Prabhalaveedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pragallapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Praharajapalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Prasanna Venka Teshwara Puram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pubbada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Puderu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pudipatla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pulapathuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Puleru,2,0.000706,,,,,,,,,,,,
,,,,,,,,PULICAT LAKE,2,0.000706,,,,,,,,,,,,
,,,,,,,,Puligundlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pulikallu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Pulikondram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pulikuntla Ralla Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pulikuntlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pulipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pulipadu @Govardhanagiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Puliproddatur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Puliputti,1,0.000353,,,,,,,,,,,,
,,,,,,,,Puliramudugudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Pullaiahgari Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pullampeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pullareddypalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pullur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pulluru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Punugodu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Punuru,9,0.003177,,,,,,,,,,,,
,,,,,,,,Puppala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Purimetla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Purohitunivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pusalapadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Puthalapattu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Putlur,17,0.006001,,,,,,,,,,,,
,,,,,,,,Putrela,8,0.002824,,,,,,,,,,,,
,,,,,,,,Puttaparthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Putteri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pyadindi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Pydipala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Pydipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,R. Anantapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,R. Mallavaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,R.Krishnapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,R.Nadimpalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachagundlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Rachapudi,5,0.001765,,,,,,,,,,,,
,,,,,,,,Racherla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Rachumarripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Radhajanabodda Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Radhakrishnapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Ragamakka Palle,3,0.001059,,,,,,,,,,,,
