District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Subbasin,Count,Capacity,,Microbasin,Count,Capacity
,,,,,,,,Kethaganicheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kethagudipi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Khadarpeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Khairevu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Khajipet Sunkesula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Khajipuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Khambhamvaripalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Killakupodu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kimmi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kintada Kotapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kinthali Vallapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kirisingi  @  Pellivalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kirtubarthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kistupuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kitchamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kittalapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodama,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodavandlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodiganipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodigenahalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kodihalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kodikonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kodukoligam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodumurthy,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kodur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kodur (East),1,0.000353,,,,,,,,,,,,
,,,,,,,,Koduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kogathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kogira,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kokkanti,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kokkirapalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kolabhimunipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kolaganahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kolamasana Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kolathur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Koligam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kolimigundla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kollabylu (Rural),5,0.001765,,,,,,,,,,,,
,,,,,,,,Kollayavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kollipadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kollivalasa,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kollupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kolukula,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kolumulapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Komanapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Komarada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Komaragunta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Komarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Komarolu,13,0.004589,,,,,,,,,,,,
,,,,,,,,Komarthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Komatigunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Komira,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kommaddi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kommala Padu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kommanavaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kommaneturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kommemarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommunuru,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kommusariapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommuvalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kona,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kona Palle,15,0.005295,,,,,,,,,,,,
,,,,,,,,Konakanamitla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konampalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Konanki,4,0.001412,,,,,,,,,,,,
,,,,,,,,Konapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konarajupalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Konasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konayapalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Konchada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konda Lakshmipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konda Manjulur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondabaina Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondabaridi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondachorlangi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondagandredu,9,0.003177,,,,,,,,,,,,
,,,,,,,,Kondagattupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondakamarla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondakaraka Valasa @ Janavarivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondakenguva,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondakindapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondala Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondalaveru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondalingalavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondalogam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondamanayanipalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondamarri,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kondampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondamudusu Palem,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kondamulagam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondaparva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondapi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kondareddi Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondathamarapalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kondavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondavelagada,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kondavooru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondikandukur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kondrajupuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kondur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Konduru,7,0.002471,,,,,,,,,,,,
,,,,,,,,Konerukuppam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kongalaveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konganapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Konganapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kongatam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konidena,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konijedu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Konijerla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Koniki,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konisa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konkallu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kontanapalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konuppalapadu,21,0.007413,,,,,,,,,,,,
,,,,,,,,Konuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Koppalakonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kopparam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kopparavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kopparthi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Koppolu (Rural),1,0.000353,,,,,,,,,,,,
,,,,,,,,Koppunur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Koragam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Korapa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Koridi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Korla Valasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korlakota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korlakunta,12,0.004236,,,,,,,,,,,,
,,,,,,,,Korlam,11,0.003883,,,,,,,,,,,,
,,,,,,,,Korlamanda,4,0.001412,,,,,,,,,,,,
,,,,,,,,Korrapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Koruvada,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kosali,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kosamala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kosigi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kosuvaripalle,11,0.003883,,,,,,,,,,,,
,,,,,,,,Kotabylu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kotachembagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotakonda,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kotala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotala Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotamakanepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotanka,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kotapadu,25,0.008825,,,,,,,,,,,,
,,,,,,,,Kotari,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotarvedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotathippala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotavooru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotcherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotcherla Kota,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotekal,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotha Kota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotha Palle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kotha Valasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotha yellavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothabaggam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothacheruvu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kothagudem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothaguntapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothakamalapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kothakota,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kothapalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kothapalle,22,0.007766,,,,,,,,,,,,
,,,,,,,,Kothapalle Chinthala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kothavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kothavaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kothavenkatapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kotikipenta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotipi,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kotlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotrakona,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kottakki,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kottam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kottugumada,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kottuparuvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kovanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kovilam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kovilam Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kovur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kovvada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kowlepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krishna Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krishnajammapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Krishnapuram,30,0.01059,,,,,,,,,,,,
,,,,,,,,Krishnarayudupeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krishnasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krislipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kristam Setti Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kristipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kuchipudi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kudair,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kudumuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kudurucheemanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kukatla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kukkarajupalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kumara Venkatapuram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Kumarakalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumbarinowgam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kumbarlapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kumbhi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kumili,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kummanamala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kummapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kummarakonduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kummarigunta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kunchepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kundanakota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kundurpi,16,0.005648,,,,,,,,,,,,
,,,,,,,,Kunduru (East),2,0.000706,,,,,,,,,,,,
,,,,,,,,Kungegowniyur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kunkanur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kuntambadevalasa,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kuntimaddi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kuntinavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kunukuntla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kuppam,16,0.005648,,,,,,,,,,,,
,,,,,,,,Kuppiganipalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kuppili,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurabalakota,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kurigam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurivikuppam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kurmaipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurmoi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurnoothala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kurudu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurugunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurukalva,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kurukutti,9,0.003177,,,,,,,,,,,,
,,,,,,,,Kurumala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kurupam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kurusingi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kusumala,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kutagundla,11,0.003883,,,,,,,,,,,,
,,,,,,,,Kuvvakolli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Labba,4,0.001412,,,,,,,,,,,,
,,,,,,,,Lakhidam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lakkasagaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakkasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakkireddipalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Lakkupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakshmakka Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lakshmanpalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Lakshmi Narayana Puram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Lakshmipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lanja,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lanja Kota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lankam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Latchampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Latchanna Valasa,16,0.005648,,,,,,,,,,,,
,,,,,,,,Latchirajupeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lavanuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Laveru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lavidam,7,0.002471,,,,,,,,,,,,
,,,,,,,,Laxmapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Laxmidevipeta @ Nuvvalarevu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Laxminarsupeta (Pedakota),3,0.001059,,,,,,,,,,,,
,,,,,,,,Laxmipuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lebaka Manga Mamba Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Linga Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lingalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lingalavalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Lingam Gunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Lingapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingapuram Khandrika,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lingaraopalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lingojipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Loddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Lododdi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Logisa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Loharibanda,30,0.01059,,,,,,,,,,,,
,,,,,,,,Lolugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lomada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lopenta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lopudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Lothuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,M.Dakshinapu Khandriga,2,0.000706,,,,,,,,,,,,
,,,,,,,,M.Kothavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,M.Krishnapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,M.Nidamalur,7,0.002471,,,,,,,,,,,,
,,,,,,,,M.Rayapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Machanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Machanur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Machapuram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Machavani palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Machavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Machupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madakalavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madakasira,2,0.000706,,,,,,,,,,,,
,,,,,,,,Madanapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,MADANAPALLE (RURAL),4,0.001412,,,,,,,,,,,,
,,,,,,,,Madanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madanur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Madapur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maddalacheruvu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Maddelacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Maddikera Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maddimadugu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maddinayanipalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Maddinayanipalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Maddipatlavandlapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maddirevula,2,0.000706,,,,,,,,,,,,
,,,,,,,,Madhana Pullala Cheruvu,9,0.003177,,,,,,,,,,,,
,,,,,,,,Madhavamala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madhavaram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Madhavaram (West),2,0.000706,,,,,,,,,,,,
,,,,,,,,Madicherla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Madigubba,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madireddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Madithadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Madugupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Madunuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Madur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Magallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Magandlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Magutur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mahadevamangalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mahadevapalle,14,0.004942,,,,,,,,,,,,
,,,,,,,,Mahadevapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mahadevipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mahalrajupalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Mahasingi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Mahimalur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Majara Kothapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Majjivalasa,6,0.002118,,,,,,,,,,,,
,,,,,,,,Makamabapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makannapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makarampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Makivalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Malagam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Malakapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malakavemula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malameedapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Malameedi Kambala Dinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Malavanikothur,9,0.003177,,,,,,,,,,,,
,,,,,,,,Malayanur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Maldepalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Malenatham,3,0.001059,,,,,,,,,,,,
,,,,,,,,Malepadu,16,0.005648,,,,,,,,,,,,
,,,,,,,,Malicherla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malkapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mallagundla,8,0.002824,,,,,,,,,,,,
,,,,,,,,Mallam Bhupathipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallam Peta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mallapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mallavar Padu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mallavaripalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mallela,45,0.015885,,,,,,,,,,,,
,,,,,,,,Mallenipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mallepalle,12,0.004236,,,,,,,,,,,,
,,,,,,,,Mallipudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malliveedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Mallur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Malreddipalle,14,0.004942,,,,,,,,,,,,
,,,,,,,,Maluguru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Malyala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Malyam,29,0.010237,,,,,,,,,,,,
,,,,,,,,Malyavantham,8,0.002824,,,,,,,,,,,,
,,,,,,,,Malyavanthuni Padu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mamadugu,12,0.004236,,,,,,,,,,,,
,,,,,,,,Mambedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manchala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Manchuru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Mandalapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Mandarada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mandiravalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mane Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manendram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Mangala Kunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mangalam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mangalamadaka,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangalampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangapathidevipeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangapatnam,10,0.00353,,,,,,,,,,,,
,,,,,,,,Manginapudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mangunta,9,0.003177,,,,,,,,,,,,
,,,,,,,,Mani Keswaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manigam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Manirevu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Mannepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mannila,1,0.000353,,,,,,,,,,,,
,,,,,,,,Mannur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Manthina,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manumukonda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Manyapuripeta,7,0.002471,,,,,,,,,,,,
,,,,,,,,Marakalakuppam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Marala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Maramreddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Marapagunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Maravapalle Agraharam,1,0.000353,,,,,,,,,,,,
