FID,Shape,RWHS_Proposed_FID,FID_1_1,FID_1_1_1,FID_1_1__1,FID_1_1__2,FID_1_1__3,dmcode,dcode91,mcode91,DNAME,DMNAME,MANDAL_,loctn_d,dsply_n,RWHS_C,RWHS_Cap,fp,fp_cap,cd,cd_cap,others,others_cap,miTank,MITANK_CAP,PT,PT_CAP
550,Polygon,550,550,550,550,550,550,1118,11,18,KADAPA,SIMHADRIPURAM,Simhadripuram,88,SIMHADRIPURAM,5,0.001765,205,0.001435,109,0.038477,15,0.005295,12,0.065421,23,0.008119
551,Polygon,551,551,551,551,551,551,1211,12,11,ANANTAPUR,SINGANAMALA,Singanamala,39,SINGANAMALA,49,0.017297,1240,0.00868,156,0.055068,12,0.004236,7,1.392915,9,0.003177
552,Polygon,552,552,552,552,552,552,856,8,56,PRAKASAM,SINGARAYAKONDA,Singarayakonda,359,SINGARAYAKONDA,1,0.000353,335,0.002345,1,0.000353,34,0.012002,12,0.052822,5,0.001765
553,Polygon,553,553,553,553,553,553,1336,13,36,KURNOOL,SIRVEL,Sirvel,29,SIRVEL,2,0.000706,91,0.000637,24,0.008472,2,0.000706,1,0.089644,0,0
554,Polygon,554,554,554,554,554,554,1040,10,40,CHITTOOR,SODAM,Sodam,184,SODAM,1,0.000353,127,0.000889,61,0.021533,40,0.01412,202,0.235419,33,0.011649
555,Polygon,555,555,555,555,555,555,1039,10,39,CHITTOOR,SOMALA,Somala,185,SOMALA,3,0.001059,119,0.000833,78,0.027534,32,0.011296,139,0.311396,25,0.008825
556,Polygon,556,556,556,556,556,556,1254,12,54,ANANTAPUR,SOMANDEPALLE,Somandepalle,166,SOMANDEPALLE,40,0.01412,1024,0.007168,171,0.060363,22,0.007766,119,0.891386,29,0.010237
557,Polygon,557,557,557,557,557,557,134,1,34,SRIKAKULAM,SOMPETA,Sompeta,67,SOMPETA,7,0.002471,46,0.000322,78,0.027534,16,0.005648,86,0.130536,1,0.000353
558,Polygon,558,558,558,558,558,558,1151,11,51,KADAPA,SRI AVADHUTHA KASINAYANA,Sri Avadhutha Kasinayana,651,NARSAPUR,43,0.015179,844,0.005908,143,0.050479,10,0.00353,25,0.097485,30,0.01059
559,Polygon,559,559,559,559,559,559,119,1,19,SRIKAKULAM,SRIKAKULAM,Srikakulam,642,SRIKAKULAM MANDAL,1,0.000353,100,0.0007,20,0.00706,16,0.005648,119,0.215694,6,0.002118
560,Polygon,560,560,560,560,560,560,1014,10,14,CHITTOOR,SRIKALAHASTI,Srikalahasti,159,SRIKALAHASTI,106,0.037418,717,0.005019,26,0.009178,46,0.016238,168,0.868585,22,0.007766
561,Polygon,561,561,561,561,561,561,1047,10,47,CHITTOOR,SRIRANGARAJAPURAM,Srirangarajapuram,197,SRIRANGARAJAPURAM,3,0.001059,479,0.003353,153,0.054009,140,0.04942,45,0.215281,52,0.018356
562,Polygon,562,562,562,562,562,562,1312,13,12,KURNOOL,SRISAILAM,Srisailam,574,SRISAILAM,0,0,1,0.000007,0,0,0,0,0,0,0,0
563,Polygon,563,563,563,563,563,563,230,2,30,VIZIANAGARAM,SRUNGAVARAPUKOTA,Srungavarapukota,559,SRUNGAVARAPUKOTA,0,0,856,0.005992,44,0.015532,3,0.001059,211,0.865237,0,0
564,Polygon,564,564,564,564,564,564,945,9,45,NELLORE,SULLURPETA,Sullurpeta,279,SULLURPETA,0,0,89,0.000623,1,0.000353,7,0.002471,0,0,15,0.005295
565,Polygon,565,565,565,565,565,565,933,9,33,NELLORE,SYDAPURAM,Sydapuram,264,SYDAPURAM,0,0,540,0.00378,28,0.009884,1,0.000353,1,0.007656,9,0.003177
566,Polygon,566,566,566,566,566,566,1146,11,46,KADAPA,T SUNDUPALLE,T Sundupalle,176,T SUNDUPALLE,10,0.00353,689,0.004823,197,0.069541,66,0.023298,100,0.195599,76,0.026828
567,Polygon,567,567,567,567,567,567,508,5,8,WEST GODAVARI,T.NARASAPURAM,T.Narasapuram,372,T NARASAPURAM,57,0.020121,685,0.004795,12,0.004236,2,0.000706,19,0.448447,1,0.000353
568,Polygon,568,568,568,568,568,568,946,9,46,NELLORE,TADA,Tada,282,TADA,0,0,26,0.000182,0,0,4,0.001412,12,0.052063,2,0.000706
569,Polygon,569,569,569,569,569,569,711,7,11,GUNTUR,TADEPALLE,Tadepalle,290,THADEPALLE,0,0,3,0.000021,0,0,0,0,5,0.017773,0,0
570,Polygon,570,570,570,570,570,570,518,5,18,WEST GODAVARI,TADEPALLIGUDEM,Tadepalligudem,398,TADEPALLIGUDEM,5,0.001765,297,0.002079,0,0,0,0,43,0.414981,0,0
571,Polygon,571,571,571,571,571,571,713,7,13,GUNTUR,TADIKONDA,Tadikonda,306,TADIKONDA,1,0.000353,224,0.001568,0,0,0,0,5,0.100475,0,0
572,Polygon,572,572,572,572,572,572,1230,12,30,ANANTAPUR,TADIMARRI,Tadimarri,51,TADIMARRI,6,0.002118,1136,0.007952,149,0.052597,25,0.008825,195,0.869444,17,0.006001
573,Polygon,573,573,573,573,573,573,1209,12,9,ANANTAPUR,TADPATRI,Tadpatri,616,TADPATRI,0,0,538,0.003766,106,0.037418,10,0.00353,34,0.331,10,0.00353
574,Polygon,574,574,574,574,574,574,504,5,4,WEST GODAVARI,TALLAPUDI,Tallapudi,382,THALLAPUDI,9,0.003177,111,0.000777,0,0,0,0,3,0.006896,0,0
575,Polygon,575,575,575,575,575,575,1239,12,39,ANANTAPUR,TALUPULA,Talupula,89,TALUPULA,95,0.033535,471,0.003297,87,0.030711,12,0.004236,73,0.298177,20,0.00706
576,Polygon,576,576,576,576,576,576,1241,12,41,ANANTAPUR,TANAKAL,Tanakal,86,TANAKAL,35,0.012355,673,0.004711,132,0.046596,122,0.043066,67,0.571415,81,0.028593
577,Polygon,577,577,577,577,577,577,848,8,48,PRAKASAM,TANGUTUR,Tangutur,320,TANGUTUR,0,0,190,0.00133,8,0.002824,121,0.042713,11,0.124907,13,0.004589
578,Polygon,578,578,578,578,578,578,528,5,28,WEST GODAVARI,TANUKU,Tanuku,429,TANUKU,0,0,1,0.000007,0,0,0,0,0,0,0,0
579,Polygon,579,579,579,579,579,579,810,8,10,PRAKASAM,TARLUPADU,Tarlupadu,247,TARLAPADU,21,0.007413,216,0.001512,128,0.045184,46,0.016238,40,0.353949,51,0.018003
580,Polygon,580,580,580,580,580,580,127,1,27,SRIKAKULAM,TEKKALI,Tekkali,22,TEKKALI,11,0.003883,124,0.000868,102,0.036006,27,0.009531,187,0.275213,1,0.000353
581,Polygon,581,581,581,581,581,581,732,7,32,GUNTUR,TENALI,Tenali,335,TENALI,0,0,310,0.00217,0,0,0,0,3,0.02391,0,0
582,Polygon,582,582,582,582,582,582,437,4,37,EAST GODAVARI,THALLAREVU,Thallarevu,494,THALLAREVU,0,0,23,0.000161,0,0,0,0,7,0.015166,0,0
583,Polygon,583,583,583,583,583,583,815,8,15,PRAKASAM,THALLUR,Thallur,253,THALLUR,0,0,280,0.00196,47,0.016591,10,0.00353,17,0.066798,10,0.00353
584,Polygon,584,584,584,584,584,584,1002,10,2,CHITTOOR,THAMBALLAPALLE,Thamballapalle,130,THAMBALLAPALLE,28,0.009884,463,0.003241,76,0.026828,42,0.014826,64,0.279811,42,0.014826
585,Polygon,585,585,585,585,585,585,1053,10,53,CHITTOOR,THAVANAMPALLE,Thavanampalle,191,THAVANAMPALLE,6,0.002118,350,0.00245,57,0.020121,45,0.015885,25,0.225722,14,0.004942
586,Polygon,586,586,586,586,586,586,215,2,15,VIZIANAGARAM,THERLAM,Therlam,526,THERLAM,5,0.001765,957,0.006699,114,0.040242,26,0.009178,3,0.175509,1,0.000353
587,Polygon,587,587,587,587,587,587,407,4,7,EAST GODAVARI,THONDANGI,Thondangi,428,THONDANGI,0,0,195,0.001365,0,0,0,0,34,0.0804,0,0
588,Polygon,588,588,588,588,588,588,1122,11,22,KADAPA,THONDUR,Thondur,134,THANDUR,14,0.004942,51,0.000357,94,0.033182,55,0.019415,85,0.322234,38,0.013414
589,Polygon,589,589,589,589,589,589,928,9,28,NELLORE,THOTAPALLIGUDUR,Thotapalligudur,234,THOTAPALLIGUDUR,0,0,0,0,0,0,0,0,24,0.121014,0,0
590,Polygon,590,590,590,590,590,590,619,6,19,KRISHNA,THOTLAVALLURU,Thotlavalluru,345,THOTLAVALLURU,0,0,17,0.000119,0,0,0,0,0,0,0,0
591,Polygon,591,591,591,591,591,591,1015,10,15,CHITTOOR,THOTTAMBEDU,Thottambedu,156,THOTTAMBEDU,8,0.002824,747,0.005229,32,0.011296,12,0.004236,102,0.433689,22,0.007766
592,Polygon,592,592,592,592,592,592,710,7,10,GUNTUR,THULLUR,Thullur,288,THULLUR,12,0.004236,58,0.000406,2,0.000706,0,0,2,0.003575,0,0
593,Polygon,593,593,593,593,593,593,1026,10,26,CHITTOOR,TIRUPATI (RURAL),Tirupati (Rural),643,TIRUPATI,2,0.000706,18,0.000126,15,0.005295,1,0.000353,7,0.03031,2,0.000706
594,Polygon,594,594,594,594,594,594,1011,10,11,CHITTOOR,TIRUPATI (URBAN),Tirupati (Urban),107,TIRUPATI URBAN,4,0.001412,33,0.000231,6,0.002118,0,0,1,0.01379,0,0
595,Polygon,595,595,595,595,595,595,613,6,13,KRISHNA,TIRUVURU,Tiruvuru,354,TIRUVURU,5,0.001765,764,0.005348,13,0.004589,1,0.000353,66,1.077245,8,0.002824
596,Polygon,596,596,596,596,596,596,803,8,3,PRAKASAM,TRIPURANTHAKAM,Tripuranthakam,240,TRIPURANTHAKAM,11,0.003883,715,0.005005,56,0.019768,11,0.003883,27,0.445659,43,0.015179
597,Polygon,597,597,597,597,597,597,733,7,33,GUNTUR,TSUNDUR,Tsundur,338,TSUNDUR,0,0,244,0.001708,0,0,0,0,0,0,0,0
598,Polygon,598,598,598,598,598,598,1350,13,50,KURNOOL,TUGGALI,Tuggali,53,TUGGALI,31,0.010943,73,0.000511,133,0.046949,24,0.008472,54,0.52105,27,0.009531
599,Polygon,599,599,599,599,599,599,406,4,6,EAST GODAVARI,TUNI,Tuni,425,TUNI,48,0.016944,709,0.004963,62,0.021886,2,0.000706,124,0.447137,0,0
600,Polygon,600,600,600,600,600,600,910,9,10,NELLORE,UDAYAGIRI,Udayagiri,225,UDAYAGIRI,92,0.032476,548,0.003836,46,0.016238,10,0.00353,88,0.188055,22,0.007766
601,Polygon,601,601,601,601,601,601,855,8,55,PRAKASAM,ULAVAPADU,Ulavapadu,356,ULAVAPADU,0,0,452,0.003164,0,0,2,0.000706,21,0.413826,32,0.011296
602,Polygon,602,602,602,602,602,602,533,5,33,WEST GODAVARI,UNDI,Undi,442,UNDI,0,0,3,0.000021,0,0,0,0,0,0,0,0
603,Polygon,603,603,603,603,603,603,529,5,29,WEST GODAVARI,UNDRAJAVARAM,Undrajavaram,423,UNDRAJAVARAM,0,0,0,0,0,0,0,0,0,0,0,0
604,Polygon,604,604,604,604,604,604,519,5,19,WEST GODAVARI,UNGUTUR,Ungutur,629,UNGUTURU (WEST GODAVARI),0,0,537,0.003759,0,0,0,0,33,0.258539,0,0
605,Polygon,605,605,605,605,605,605,627,6,27,KRISHNA,UNGUTURU,Unguturu,377,UNGUTURU,0,0,121,0.000847,0,0,0,0,15,0.075298,0,0
606,Polygon,606,606,606,606,606,606,453,4,53,EAST GODAVARI,UPPALAGUPTAM,Uppalaguptam,543,UPPALAGUPTAM,0,0,32,0.000224,0,0,0,0,2,0.000374,0,0
607,Polygon,607,607,607,607,607,607,1215,12,15,ANANTAPUR,URAVAKONDA,Uravakonda,28,URAVAKONDA,30,0.01059,611,0.004277,72,0.025416,16,0.005648,9,0.101686,21,0.007413
608,Polygon,608,608,608,608,608,608,1340,13,40,KURNOOL,UYYALAWADA,Uyyalawada,21,UYYALAWADA,25,0.008825,80,0.00056,5,0.001765,3,0.001059,5,0.036256,15,0.005295
609,Polygon,609,609,609,609,609,609,1025,10,25,CHITTOOR,VADAMALAPETA,Vadamalapeta,175,VADAMALAPETA,21,0.007413,291,0.002037,57,0.020121,18,0.006354,13,0.13993,29,0.010237
610,Polygon,610,610,610,610,610,610,1204,12,4,ANANTAPUR,VAJRAKARUR,Vajrakarur,599,VAJRAKARUR,29,0.010237,1407,0.009849,98,0.034594,25,0.008825,8,0.071983,31,0.010943
611,Polygon,611,611,611,611,611,611,131,1,31,SRIKAKULAM,VAJRAPUKOTHURU,Vajrapukothuru,20,VAJRAPUKOTHURU,0,0,68,0.000476,114,0.040242,38,0.013414,105,0.131137,1,0.000353
612,Polygon,612,612,612,612,612,612,940,9,40,NELLORE,VAKADU,Vakadu,270,VAKADU,0,0,6,0.000042,0,0,0,0,36,0.076939,0,0
613,Polygon,613,613,613,613,613,613,1126,11,26,KADAPA,VALLUR,Vallur,123,VALLUR,1,0.000353,482,0.003374,63,0.022239,3,0.001059,23,0.091572,1,0.000353
614,Polygon,614,614,614,614,614,614,102,1,2,SRIKAKULAM,VANGARA,Vangara,575,VANGARA,0,0,82,0.000574,15,0.005295,5,0.001765,121,0.193017,0,0
615,Polygon,615,615,615,615,615,615,1017,10,17,CHITTOOR,VARADAIAHPALEM,Varadaiahpalem,151,VARADAIAHPALEM,13,0.004589,244,0.001708,20,0.00706,3,0.001059,107,0.612111,5,0.001765
616,Polygon,616,616,616,616,616,616,464,4,64,EAST GODAVARI,VARARAMACHANDRAPURAM,Vararamachandrapuram,573,VARARAMACHANDRAPUR,0,0,17,0.000119,0,0,0,0,35,0.054238,0,0
617,Polygon,617,617,617,617,617,617,902,9,2,NELLORE,VARIKUNTAPADU,Varikuntapadu,218,VARIKUNTAPADU,64,0.022592,299,0.002093,56,0.019768,2,0.000706,95,0.260559,4,0.001412
618,Polygon,618,618,618,618,618,618,602,6,2,KRISHNA,VATSAVAI,Vatsavai,328,VATSAVAI,22,0.007766,355,0.002485,12,0.004236,7,0.002471,18,0.154901,5,0.001765
619,Polygon,619,619,619,619,619,619,735,7,35,GUNTUR,VATTICHERUKURU,Vatticherukuru,358,VATTICHERUKURU,0,0,71,0.000497,0,0,0,0,2,0.02763,0,0
620,Polygon,620,620,620,620,620,620,1033,10,33,CHITTOOR,VAYALPAD,Vayalpad,645,VALMIKIPURAM,0,0,441,0.003087,58,0.020474,42,0.014826,28,0.327124,56,0.019768
621,Polygon,621,621,621,621,621,621,1043,10,43,CHITTOOR,VEDURUKUPPAM,Vedurukuppam,181,VEDURU KUPPAM,5,0.001765,546,0.003822,102,0.036006,89,0.031417,92,0.196866,93,0.032829
622,Polygon,622,622,622,622,622,622,1138,11,38,KADAPA,VEERABALLE,Veeraballe,152,VEERABALLE,0,0,13,0.000091,131,0.046243,49,0.017297,250,0.979527,83,0.029299
623,Polygon,623,623,623,623,623,623,101,1,1,SRIKAKULAM,VEERAGHATTAM,Veeraghattam,570,VEERAGHATTAM,2,0.000706,56,0.000392,60,0.02118,58,0.020474,1,0.001169,5,0.001765
624,Polygon,624,624,624,624,624,624,1123,11,23,KADAPA,VEERAPUNAYUNIPALLE,Veerapunayunipalle,131,VEERAPUNAYUNIPALLE,13,0.004589,87,0.000609,147,0.051891,13,0.004589,3,0.008994,20,0.00706
625,Polygon,625,625,625,625,625,625,538,5,38,WEST GODAVARI,VEERAVASARAM,Veeravasaram,448,VEERAVASARAM,0,0,0,0,0,0,0,0,0,0,0,0
626,Polygon,626,626,626,626,626,626,607,6,7,KRISHNA,VEERULLAPADU,Veerullapadu,668,VEERULLAPADU,33,0.011649,225,0.001575,37,0.013061,2,0.000706,15,0.173254,0,0
627,Polygon,627,627,627,627,627,627,548,5,48,WEST GODAVARI,VELAIRPADU,Velairpadu,477,VELAIRPAD,0,0,0,0,0,0,0,0,0,0,0,0
628,Polygon,628,628,628,628,628,628,720,7,20,GUNTUR,VELDURTHI1,Veldurthi1,313,VELDURTHI,159,0.056127,84,0.000588,0,0,0,0,5,0.223933,1,0.000353
629,Polygon,629,629,629,629,629,629,1329,13,29,KURNOOL,VELDURTHI2,Veldurthi2,641,VELDURTHI (KURNOOL),106,0.037418,158,0.001106,215,0.075895,5,0.001765,25,0.324539,3,0.001059
630,Polygon,630,630,630,630,630,630,1313,13,13,KURNOOL,VELGODE,Velgode,658,VELGODE,4,0.001412,59,0.000413,1,0.000353,0,0,8,0.18997,0,0
631,Polygon,631,631,631,631,631,631,839,8,39,PRAKASAM,VELIGANDLA,Veligandla,294,VELIGANDLA,17,0.006001,227,0.001589,163,0.057539,98,0.034594,27,0.113037,50,0.01765
632,Polygon,632,632,632,632,632,632,1134,11,34,KADAPA,VEMPALLE,Vempalle,162,VEMPALLE,4,0.001412,252,0.001764,129,0.045537,17,0.006001,36,0.202987,11,0.003883
633,Polygon,633,633,633,633,633,633,1121,11,21,KADAPA,VEMULA,Vemula,83,VEMULA,4,0.001412,203,0.001421,151,0.053303,14,0.004942,10,0.055082,7,0.002471
634,Polygon,634,634,634,634,634,634,731,7,31,GUNTUR,VEMURU,Vemuru,342,VEMURU,0,0,248,0.001736,0,0,0,0,0,0,0,0
635,Polygon,635,635,635,635,635,635,930,9,30,NELLORE,VENKATACHALAM,Venkatachalam,246,VENKATACHALAM,0,0,40,0.00028,1,0.000353,0,0,35,0.016218,0,0
636,Polygon,636,636,636,636,636,636,935,9,35,NELLORE,VENKATAGIRI,Venkatagiri,260,VENKATAGIRI,48,0.016944,714,0.004998,20,0.00706,0,0,35,0.223748,1,0.000353
637,Polygon,637,637,637,637,637,637,1062,10,62,CHITTOOR,VENKATAGIRIKOTA,Venkatagirikota,204,VENKATAGIRI KOTA,24,0.008472,274,0.001918,122,0.043066,57,0.020121,78,0.206693,47,0.016591
638,Polygon,638,638,638,638,638,638,231,2,31,VIZIANAGARAM,VEPADA,Vepada,611,VEPADA,0,0,508,0.003556,145,0.051185,16,0.005648,191,0.959179,0,0
639,Polygon,639,639,639,639,639,639,824,8,24,PRAKASAM,VETAPALEM,Vetapalem,278,VETAPALEM,0,0,3,0.000021,1,0.000353,0,0,0,0,0,0
640,Polygon,640,640,640,640,640,640,1203,12,3,ANANTAPUR,VIDAPANAKAL,Vidapanakal,602,VIDAPANAKAL,5,0.001765,565,0.003955,21,0.007413,15,0.005295,2,1.059307,9,0.003177
641,Polygon,641,641,641,641,641,641,916,9,16,NELLORE,VIDAVALUR,Vidavalur,220,VIDAVALUR,0,0,0,0,0,0,0,0,5,0.010232,0,0
642,Polygon,642,642,642,642,642,642,1021,10,21,CHITTOOR,VIJAYAPURAM,Vijayapuram,139,VIJAYA PURAM,8,0.002824,733,0.005131,12,0.004236,7,0.002471,115,1.224795,33,0.011649
643,Polygon,643,643,643,643,643,643,617,6,17,KRISHNA,VIJAYAWADA (RURAL),Vijayawada (Rural),346,VIJAYAWADA URBAN,43,0.015179,19,0.000133,3,0.001059,2,0.000706,25,0.547954,0,0
644,Polygon,644,644,644,644,644,644,616,6,16,KRISHNA,VIJAYAWADA (URBAN),Vijayawada (Urban),352,VIJAYAWADA RURAL,0,0,71,0.000497,0,0,0,0,4,0.01304,1,0.000353
645,Polygon,645,645,645,645,645,645,908,9,8,NELLORE,VINJAMUR,Vinjamur,213,VINJAMUR,76,0.026828,361,0.002527,20,0.00706,3,0.001059,84,0.290387,29,0.010237
646,Polygon,646,646,646,646,646,646,743,7,43,GUNTUR,VINUKONDA,Vinukonda,362,VINUKONDA,0,0,271,0.001897,18,0.006354,1,0.000353,20,0.364651,7,0.002471
647,Polygon,647,647,647,647,647,647,328,3,28,VISHAKAPATNAM,VISAKHAPATNAM(R),Visakhapatnam(R),686,VISAKHAPATNAM MANDAL1,6,0.002118,32,0.000224,0,0,0,0,0,0,0,0
648,Polygon,648,648,648,648,648,648,329,3,29,VISHAKAPATNAM,VISAKHAPATNAM(U),Visakhapatnam(U),685,VISAKHAPATNAM MANDAL,0,0,28,0.000196,0,0,0,0,5,0.00325,0,0
649,Polygon,649,649,649,649,649,649,614,6,14,KRISHNA,VISSANNAPET,Vissannapet,357,VISSANNAPET,25,0.008825,456,0.003192,24,0.008472,29,0.010237,78,2.317982,38,0.013414
650,Polygon,650,650,650,650,650,650,228,2,28,VIZIANAGARAM,VIZIANAGARAM,Vizianagaram,640,VIZIANAGARAM MANDAL,0,0,825,0.005775,34,0.012002,1,0.000353,133,0.748807,0,0
651,Polygon,651,651,651,651,651,651,851,8,51,PRAKASAM,VOLETIVARIPALEM,Voletivaripalem,341,VOLETIVARIPALEM,61,0.021533,102,0.000714,50,0.01765,29,0.010237,45,0.307745,53,0.018709
652,Polygon,652,652,652,652,652,652,1129,11,29,KADAPA,VONTIMITTA,Vontimitta,115,VONTIMITTA,0,0,862,0.006034,106,0.037418,35,0.012355,29,0.276888,2,0.000706
653,Polygon,653,653,653,653,653,653,628,6,28,KRISHNA,VUYYURU,Vuyyuru,370,VUYYURU,0,0,19,0.000133,0,0,0,0,0,0,0,0
654,Polygon,654,654,654,654,654,654,402,4,2,EAST GODAVARI,Y.RAMAVARAM,Y.Ramavaram,409,Y RAMAVARAM,64,0.022592,0,0,36,0.012708,9,0.003177,22,0.017651,0,0
655,Polygon,655,655,655,655,655,655,1056,10,56,CHITTOOR,YADAMARRI,Yadamarri,210,YADAMARI,46,0.016238,484,0.003388,47,0.016591,24,0.008472,44,0.117677,14,0.004942
656,Polygon,656,656,656,656,656,656,1208,12,8,ANANTAPUR,YADIKI,Yadiki,618,YADIKI,8,0.002824,367,0.002569,203,0.071659,58,0.020474,21,0.331192,35,0.012355
657,Polygon,657,657,657,657,657,657,819,8,19,PRAKASAM,YEDDANAPUDI,Yeddanapudi,245,YEDDANAPUDI,8,0.002824,401,0.002807,11,0.003883,26,0.009178,0,0,43,0.015179
658,Polygon,658,658,658,658,658,658,341,3,41,VISHAKAPATNAM,YELAMANCHILI1,Yelamanchili1,639,YELAMANCHILI (VISAKHAPATNAM),15,0.005295,408,0.002856,26,0.009178,4,0.001412,44,0.191411,0,0
659,Polygon,659,659,659,659,659,659,544,5,44,WEST GODAVARI,YELAMANCHILI2,Yelamanchili2,463,YELAMANCHILI,0,0,0,0,0,0,0,0,0,0,0,0
660,Polygon,660,660,660,660,660,660,411,4,11,EAST GODAVARI,YELESWARAM,Yeleswaram,440,YELESWARAM,0,0,253,0.001771,11,0.003883,3,0.001059,94,0.162727,1,0.000353
661,Polygon,661,661,661,661,661,661,1229,12,29,ANANTAPUR,YELLANUR,Yellanur,82,YELLANUR,0,0,552,0.003864,147,0.051891,24,0.008472,30,0.241863,28,0.009884
662,Polygon,662,662,662,662,662,662,1321,13,21,KURNOOL,YEMMIGANUR,Yemmiganur,612,YEMMIGANUR,41,0.014473,52,0.000364,136,0.048008,11,0.003883,20,0.167879,3,0.001059
663,Polygon,663,663,663,663,663,663,1013,10,13,CHITTOOR,YERPEDU,Yerpedu,161,YERPEDU,20,0.00706,368,0.002576,56,0.019768,23,0.008119,113,0.794788,47,0.016591
664,Polygon,664,664,664,664,664,664,801,8,1,PRAKASAM,YERRAGONDAPALEM,Yerragondapalem,243,YERRAGONDAPALEM,33,0.011649,897,0.006279,77,0.027181,31,0.010943,39,0.41902,29,0.010237
665,Polygon,665,665,665,665,665,665,1124,11,24,KADAPA,YERRAGUNTLA,Yerraguntla,128,YERRAGUNTLA,1,0.000353,854,0.005978,82,0.028946,1,0.000353,6,0.032483,1,0.000353
666,Polygon,666,666,666,666,666,666,1010,10,10,CHITTOOR,YERRAVARIPALEM,Yerravaripalem,681,YARRAVARIPALEM,50,0.01765,242,0.001694,48,0.016944,56,0.019768,199,0.315812,101,0.035653
667,Polygon,667,667,667,667,667,667,849,8,49,PRAKASAM,ZARUGUMILLI,Zarugumilli,322,ZARUGUMILLI,19,0.006707,159,0.001113,14,0.004942,28,0.009884,7,0.010142,66,0.023298
668,Polygon,668,668,668,668,668,668,716,7,16,GUNTUR,RAJUPALEM1,Rajupalem1,296,RAJUPALEM,0,0,209,0.001463,0,0,0,0,4,0.049903,0,0
669,Polygon,669,669,669,669,669,669,1104,11,4,KADAPA,RAJUPALEM2,Rajupalem2,65,RAJU PALEM,8,0.002824,309,0.002163,14,0.004942,0,0,0,0,0,0
